date,species,trap,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,day,month,year,week
2007-08-21,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,9,7,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T220,41.963976,-87.69181,9,5,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T001,41.953705,-87.733974,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,8,6,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T003,41.964242,-87.757639,8,23,1,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,8,1,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T006,41.990284,-87.797127,8,9,1,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,9,6,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T008,42.008314,-87.77792099999999,9,5,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T034,41.843810999999995,-87.686763,9,13,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T034,41.843810999999995,-87.686763,9,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,8,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T037,41.921177,-87.79518,8,8,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,8,11,0,21,8,2007,34
2007-08-21,CULEX RESTUANS,T043,41.857402,-87.694991,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T043,41.857402,-87.694991,8,10,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,9,7,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T047,41.868142,-87.696269,9,13,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,9,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,8,10,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T085,41.721474,-87.648064,8,15,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.69629300000001,9,9,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T088,41.869107,-87.69629300000001,9,11,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T219,41.966986999999996,-87.674677,8,4,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T219,41.966986999999996,-87.674677,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,9,21,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T013,41.923738,-87.785288,9,11,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,8,22,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T014,41.970248,-87.787992,8,23,1,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214000000001,8,2,0,21,8,2007,34
2007-08-21,CULEX RESTUANS,T018,42.010412,-87.66214000000001,8,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,9,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T030,41.899229999999996,-87.716788,9,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,8,4,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T084,41.692555,-87.598865,8,7,1,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,9,6,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T144,41.94016,-87.794896,9,21,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T005,41.942114000000004,-87.776385,8,4,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T005,41.942114000000004,-87.776385,8,4,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,9,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T017,41.960615999999995,-87.777189,9,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T044,41.883284,-87.705085,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T004,41.962728000000006,-87.748367,9,6,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,8,5,0,21,8,2007,34
2007-08-21,CULEX RESTUANS,T035,41.836644,-87.677737,8,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T035,41.836644,-87.677737,8,5,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T036,41.837084999999995,-87.729384,9,4,0,21,8,2007,34
2007-08-21,CULEX RESTUANS,T036,41.837084999999995,-87.729384,9,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T036,41.837084999999995,-87.729384,9,5,1,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,9,28,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T039,41.911823999999996,-87.726737,9,15,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T060,41.823065,-87.67837800000001,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T060,41.823065,-87.67837800000001,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,8,13,1,21,8,2007,34
2007-08-21,CULEX RESTUANS,T061,41.801179,-87.679447,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T061,41.801179,-87.679447,8,18,1,21,8,2007,34
2007-08-21,other,T061,41.801179,-87.679447,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,8,16,0,21,8,2007,34
2007-08-21,CULEX RESTUANS,T062,41.800737,-87.71188000000001,8,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T062,41.800737,-87.71188000000001,8,35,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,9,54,0,21,8,2007,34
2007-08-21,CULEX RESTUANS,T065,41.778296999999995,-87.752411,9,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T065,41.778296999999995,-87.752411,9,67,1,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,8,6,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T066,41.77166,-87.703047,8,1,0,21,8,2007,34
2007-08-21,other,T066,41.77166,-87.703047,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,9,6,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T067,41.759346,-87.745602,9,9,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,8,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T069,41.768388,-87.678649,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,8,13,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T070,41.797616,-87.797894,8,10,1,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T071,41.781416,-87.77653199999999,8,12,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T071,41.781416,-87.77653199999999,8,6,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,8,20,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T073,41.773215,-87.60088,8,14,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,9,19,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T074,41.822536,-87.66634300000001,9,14,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,8,4,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T075,41.799282,-87.585487,8,3,0,21,8,2007,34
2007-08-21,other,T075,41.799282,-87.585487,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T077,41.778748,-87.586427,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,9,13,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T079,41.766202,-87.562889,9,13,0,21,8,2007,34
2007-08-21,other,T079,41.766202,-87.562889,9,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,9,4,0,21,8,2007,34
2007-08-21,CULEX RESTUANS,T080,41.754676,-87.612922,9,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T080,41.754676,-87.612922,9,7,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.62779599999999,9,16,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T081,41.821582,-87.62779599999999,9,10,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,8,8,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T082,41.803422999999995,-87.642984,8,12,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,9,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T083,41.754292,-87.590773,9,4,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,8,8,1,21,8,2007,34
2007-08-21,CULEX RESTUANS,T114,41.798697,-87.736812,8,1,1,21,8,2007,34
2007-08-21,CULEX PIPIENS,T114,41.798697,-87.736812,8,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,9,9,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T155,41.776156,-87.778927,9,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,9,18,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T063,41.82561,-87.726549,9,11,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T072,41.74785,-87.70271600000001,9,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T072,41.74785,-87.70271600000001,9,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,8,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T027,41.984809000000006,-87.728492,8,3,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T156,41.772846,-87.740029,9,1,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T156,41.772846,-87.740029,9,2,0,21,8,2007,34
2007-08-21,CULEX PIPIENS/RESTUANS,T157,41.825902,-87.667827,5,8,0,21,8,2007,34
2007-08-21,CULEX PIPIENS,T157,41.825902,-87.667827,5,7,0,21,8,2007,34
2007-08-22,CULEX PIPIENS,T086,41.688324,-87.676709,8,6,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,8,3,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,9,7,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T094,41.720848,-87.666014,9,28,1,22,8,2007,34
2007-08-22,other,T094,41.720848,-87.666014,9,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,8,43,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T096,41.731922,-87.677512,8,85,1,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,8,24,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T159,41.732984,-87.649642,8,40,1,22,8,2007,34
2007-08-22,other,T159,41.732984,-87.649642,8,7,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T092,41.869215999999994,-87.627561,8,5,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T092,41.869215999999994,-87.627561,8,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,8,68,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T135,41.662014,-87.72460799999999,8,81,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,9,7,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T158,41.682587,-87.707973,9,2,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T162,41.725516999999996,-87.61425799999999,8,3,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T162,41.725516999999996,-87.61425799999999,8,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,9,5,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T161,41.719059,-87.675088,9,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,8,9,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T160,41.903002,-87.68826700000001,8,9,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,8,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T095,41.704336,-87.70373599999999,8,4,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,5,61,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T115,41.673408,-87.599862,5,100,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,5,56,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T138,41.726465000000005,-87.585413,5,100,1,22,8,2007,34
2007-08-22,other,T138,41.726465000000005,-87.585413,5,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,5,41,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T200,41.678618,-87.559308,5,52,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T206,41.737052,-87.54306700000001,5,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T206,41.737052,-87.54306700000001,5,4,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,5,26,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T209,41.740641,-87.546587,5,25,1,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,8,67,0,22,8,2007,34
2007-08-22,CULEX RESTUANS,T212,41.680946,-87.535198,8,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T212,41.680946,-87.535198,8,42,0,22,8,2007,34
2007-08-22,other,T212,41.680946,-87.535198,8,4,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,8,22,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T215,41.686398,-87.531635,8,12,0,22,8,2007,34
2007-08-22,other,T215,41.686398,-87.531635,8,2,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,5,3,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T107,41.729669,-87.582699,5,4,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,8,100,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T128,41.704572,-87.56566600000001,8,67,1,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.60449799999999,5,10,1,22,8,2007,34
2007-08-22,CULEX PIPIENS,T097,41.644612,-87.60449799999999,5,2,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,8,3,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T099,41.733643,-87.55551,8,2,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,8,18,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T100,41.717753,-87.531657,8,22,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,5,9,0,22,8,2007,34
2007-08-22,CULEX RESTUANS,T102,41.750498,-87.605294,5,1,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T102,41.750498,-87.605294,5,3,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T103,41.702723999999996,-87.536497,5,80,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T103,41.702723999999996,-87.536497,5,100,0,22,8,2007,34
2007-08-22,other,T103,41.702723999999996,-87.536497,5,2,0,22,8,2007,34
2007-08-22,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,8,2,0,22,8,2007,34
2007-08-22,CULEX PIPIENS,T221,41.659112,-87.53869300000001,8,25,1,22,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,27,1,24,8,2007,34
2007-08-24,CULEX PIPIENS,T002,41.95469,-87.800991,9,35,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T007,41.994991,-87.769279,9,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T015,41.974089,-87.824812,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,8,2,0,24,8,2007,34
2007-08-24,CULEX RESTUANS,T045,41.9216,-87.666455,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,8,2,0,24,8,2007,34
2007-08-24,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T046,41.891118,-87.65449100000001,8,8,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,6,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T048,41.867108,-87.654224,8,4,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,8,10,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T049,41.896282,-87.655232,8,5,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T050,41.919343,-87.694259,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T054,41.921965,-87.632085,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,20,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T086,41.688324,-87.676709,8,38,1,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T091,41.862292,-87.64886,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,9,10,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T094,41.720848,-87.666014,9,6,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,8,21,0,24,8,2007,34
2007-08-24,CULEX RESTUANS,T096,41.731922,-87.677512,8,5,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T096,41.731922,-87.677512,8,4,0,24,8,2007,34
2007-08-24,other,T096,41.731922,-87.677512,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,8,8,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T143,41.999128999999996,-87.795585,8,4,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,8,17,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T153,41.907645,-87.760886,8,7,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T009,41.981964000000005,-87.812827,8,7,0,24,8,2007,34
2007-08-24,CULEX RESTUANS,T009,41.981964000000005,-87.812827,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T009,41.981964000000005,-87.812827,8,28,1,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,8,17,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T011,41.944869,-87.832763,8,9,1,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,8,9,1,24,8,2007,34
2007-08-24,CULEX PIPIENS,T016,42.011601,-87.81150600000001,8,9,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.69845699999999,9,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T019,41.94983,-87.69845699999999,9,4,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,9,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T025,41.979243,-87.750938,9,8,0,24,8,2007,34
2007-08-24,other,T028,41.986921,-87.689778,9,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,9,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T031,41.801497999999995,-87.763416,9,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,9,20,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T033,41.906638,-87.701431,9,8,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,5,6,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T089,41.723195000000004,-87.64997,5,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T092,41.869215999999994,-87.627561,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T092,41.869215999999994,-87.627561,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,8,53,0,24,8,2007,34
2007-08-24,CULEX RESTUANS,T135,41.662014,-87.72460799999999,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T135,41.662014,-87.72460799999999,8,56,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,9,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,3,10,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T145,41.878114000000004,-87.629798,3,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,9,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T146,41.958271,-87.702575,9,4,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T147,41.932094,-87.700117,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T150,42.006858,-87.675919,9,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,8,8,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T151,41.916265,-87.800515,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,9,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T152,41.846075,-87.716277,9,5,1,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T154,41.918704999999996,-87.752329,8,12,1,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,9,8,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T158,41.682587,-87.707973,9,5,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T162,41.725516999999996,-87.61425799999999,8,4,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T162,41.725516999999996,-87.61425799999999,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,8,6,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T218,41.948167,-87.730698,8,8,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,9,4,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T220,41.963976,-87.69181,9,5,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,8,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,8,12,0,24,8,2007,34
2007-08-24,CULEX RESTUANS,T003,41.964242,-87.757639,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T003,41.964242,-87.757639,8,19,1,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T006,41.990284,-87.797127,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,9,12,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T008,42.008314,-87.77792099999999,9,9,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,8,6,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T012,41.991429,-87.747113,8,5,1,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T034,41.843810999999995,-87.686763,9,4,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T034,41.843810999999995,-87.686763,9,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,8,15,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T037,41.921177,-87.79518,8,7,0,24,8,2007,34
2007-08-24,other,T037,41.921177,-87.79518,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T043,41.857402,-87.694991,8,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,9,19,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T047,41.868142,-87.696269,9,15,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T051,41.846283,-87.656913,9,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,8,13,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T085,41.721474,-87.648064,8,7,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.69629300000001,9,3,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T088,41.869107,-87.69629300000001,9,10,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,9,2,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T219,41.966986999999996,-87.674677,8,1,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,9,35,0,24,8,2007,34
2007-08-24,CULEX PIPIENS,T013,41.923738,-87.785288,9,16,0,24,8,2007,34
2007-08-24,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,8,10,0,24,8,2007,34
